condition,response,bot_sentence,bot_question,check_index,property,tested_on,correct,workerid
memory_check,1,NA,NA,3,expensive chicken,1,1,workerid_0466
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0466
memory_check,1,NA,NA,5,quiet teenager,1,1,workerid_0466
memory_check,1,NA,NA,6,quick elderly person,1,1,workerid_0466
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0466
memory_check,1,NA,NA,8,wide street,1,1,workerid_0466
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0466
botcaptcha,susan,"Thomas says to Susan: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0467
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0467
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0467
memory_check,0,NA,NA,1,green shirt,0,1,workerid_0467
memory_check,0,NA,NA,2,purple guitar,0,1,workerid_0467
memory_check,1,NA,NA,3,big poodle,1,1,workerid_0467
memory_check,1,NA,NA,4,cold oven,1,1,workerid_0467
memory_check,1,NA,NA,5,light spaniel,1,1,workerid_0467
memory_check,1,NA,NA,6,quiet city,1,1,workerid_0467
memory_check,1,NA,NA,7,fast helicopter,1,1,workerid_0467
memory_check,0,NA,NA,8,wild animal,0,1,workerid_0467
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0467
botcaptcha,susan,"Thomas says to Susan: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0468
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0468
memory_check,1,NA,NA,0,light crow,1,1,workerid_0468
memory_check,1,NA,NA,1,dark white paint,1,1,workerid_0468
memory_check,1,NA,NA,2,short limousine,1,1,workerid_0468
memory_check,0,NA,NA,3,wild animal,0,1,workerid_0468
memory_check,0,NA,NA,4,shiny necklace,0,1,workerid_0468
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0468
memory_check,0,NA,NA,6,green shirt,0,1,workerid_0468
memory_check,1,NA,NA,7,quiet village,1,1,workerid_0468
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0468
memory_check,1,NA,NA,9,strong thunderstorm,1,1,workerid_0468
botcaptcha,jessica,"Michael says to Jessica: It's a beautiful day, isn't it?",Who is Michael talking to?,NA,NA,NA,NA,workerid_0469
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0469
memory_check,1,NA,NA,0,expensive plastic,1,1,workerid_0469
memory_check,1,NA,NA,1,long limousine,1,1,workerid_0469
memory_check,1,NA,NA,2,small monkey,1,1,workerid_0469
memory_check,0,NA,NA,3,beautiful watch,0,1,workerid_0469
memory_check,0,NA,NA,4,shiny necklace,0,1,workerid_0469
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0469
memory_check,0,NA,NA,6,green shirt,0,1,workerid_0469
memory_check,0,NA,NA,7,wild animal,0,1,workerid_0469
memory_check,1,NA,NA,8,slow truck,1,1,workerid_0469
memory_check,1,NA,NA,9,narrow stream,1,1,workerid_0469
botcaptcha,jessica,"Charles says to Jessica: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0470
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0470
memory_check,0,NA,NA,0,beautiful watch,0,1,workerid_0470
memory_check,1,NA,NA,1,short story,1,1,workerid_0470
memory_check,1,NA,NA,2,light watermelon,1,1,workerid_0470
memory_check,1,NA,NA,3,tall jockey,1,1,workerid_0470
memory_check,0,NA,NA,4,purple guitar,0,1,workerid_0470
memory_check,1,NA,NA,5,light fruit cake,1,1,workerid_0470
memory_check,0,NA,NA,6,wild animal,0,1,workerid_0470
memory_check,1,NA,NA,7,soft pillow,1,1,workerid_0470
memory_check,0,NA,NA,8,shiny necklace,0,1,workerid_0470
memory_check,0,NA,NA,9,green shirt,0,1,workerid_0470
botcaptcha,patricia,"Robert says to Patricia: It's a beautiful day, isn't it?",Who is Robert talking to?,NA,NA,NA,NA,workerid_0471
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0471
memory_check,0,NA,NA,0,purple guitar,0,1,workerid_0471
memory_check,1,NA,NA,1,quiet finch,1,1,workerid_0471
memory_check,0,NA,NA,2,shiny necklace,0,1,workerid_0471
memory_check,0,NA,NA,3,wild animal,0,1,workerid_0471
memory_check,1,NA,NA,4,long alley,1,1,workerid_0471
memory_check,1,NA,NA,5,hot smoothie,1,1,workerid_0471
memory_check,0,NA,NA,6,green shirt,0,1,workerid_0471
memory_check,1,NA,NA,7,strong adult,1,1,workerid_0471
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0471
memory_check,1,NA,NA,9,loud teenager,1,1,workerid_0471
botcaptcha,Mary,"Joseph says to Mary: It's a beautiful day, isn't it?",Who is Joseph talking to?,NA,NA,NA,NA,workerid_0472
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0472
memory_check,1,NA,NA,0,short adult,1,1,workerid_0472
memory_check,1,NA,NA,1,loud bass guitar,1,1,workerid_0472
memory_check,1,NA,NA,2,heavy elephant,1,1,workerid_0472
memory_check,1,NA,NA,3,warm soup,1,1,workerid_0472
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0472
memory_check,0,NA,NA,5,shiny necklace,0,1,workerid_0472
memory_check,1,NA,NA,6,cheap bottle of wine,1,1,workerid_0472
memory_check,0,NA,NA,7,beautiful watch,0,1,workerid_0472
memory_check,0,NA,NA,8,green shirt,0,1,workerid_0472
memory_check,0,NA,NA,9,purple guitar,0,1,workerid_0472
botcaptcha,Margaret,"Richard says to Margaret: It's a beautiful day, isn't it?",Who is Richard talking to?,NA,NA,NA,NA,workerid_0473
warm_up,Building stall,NA,NA,0,tall,Empire State Building,0,workerid_0473
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0473
memory_check,0,NA,NA,1,long street,1,0,workerid_0473
memory_check,0,NA,NA,2,long limousine,1,0,workerid_0473
memory_check,1,NA,NA,3,tall jockey,1,1,workerid_0473
memory_check,0,NA,NA,4,shiny necklace,0,1,workerid_0473
memory_check,0,NA,NA,5,strong mansion,1,0,workerid_0473
memory_check,0,NA,NA,6,purple guitar,0,1,workerid_0473
memory_check,0,NA,NA,7,beautiful watch,0,1,workerid_0473
memory_check,0,NA,NA,8,wild animal,0,1,workerid_0473
memory_check,0,NA,NA,9,quiet sailboat,1,0,workerid_0473
botcaptcha,jessica,"Thomas says to Jessica: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0474
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0474
memory_check,1,NA,NA,0,loud electric car,1,1,workerid_0474
memory_check,1,NA,NA,1,shiny necklace,0,0,workerid_0474
memory_check,0,NA,NA,2,purple guitar,0,1,workerid_0474
memory_check,1,NA,NA,3,beautiful watch,0,0,workerid_0474
memory_check,1,NA,NA,4,fast speedboat,1,1,workerid_0474
memory_check,0,NA,NA,5,wild animal,0,1,workerid_0474
memory_check,1,NA,NA,6,cold oven,1,1,workerid_0474
memory_check,1,NA,NA,7,light chocolate cake,1,1,workerid_0474
memory_check,1,NA,NA,8,weak wall paint,1,1,workerid_0474
memory_check,0,NA,NA,9,green shirt,0,1,workerid_0474
botcaptcha,patricia,"Robert says to Patricia: It's a beautiful day, isn't it?",Who is Robert talking to?,NA,NA,NA,NA,workerid_0475
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0475
memory_check,1,NA,NA,0,loud horn,1,1,workerid_0475
memory_check,0,NA,NA,1,beautiful watch,0,1,workerid_0475
memory_check,0,NA,NA,2,purple guitar,0,1,workerid_0475
memory_check,1,NA,NA,3,long pick-up truck,1,1,workerid_0475
memory_check,1,NA,NA,4,soft tile,1,1,workerid_0475
memory_check,0,NA,NA,5,wild animal,0,1,workerid_0475
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0475
memory_check,1,NA,NA,7,heavy bike,1,1,workerid_0475
memory_check,1,NA,NA,8,quiet sailboat,1,1,workerid_0475
memory_check,0,NA,NA,9,green shirt,0,1,workerid_0475
botcaptcha,elizabeth,"Thomas says to Elizabeth: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0476
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0476
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0476
memory_check,1,NA,NA,1,strong watercolor,1,1,workerid_0476
memory_check,1,NA,NA,2,soft blanket,1,1,workerid_0476
memory_check,1,NA,NA,3,narrow highway,1,1,workerid_0476
memory_check,0,NA,NA,4,shiny necklace,0,1,workerid_0476
memory_check,0,NA,NA,5,wild animal,0,1,workerid_0476
memory_check,1,NA,NA,6,heavy bike,1,1,workerid_0476
memory_check,1,NA,NA,7,light silk,1,1,workerid_0476
memory_check,0,NA,NA,8,purple guitar,0,1,workerid_0476
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0476
botcaptcha,susan,"Michael says to Susan: It's a beautiful day, isn't it?",Who is Michael talking to?,NA,NA,NA,NA,workerid_0477
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0477
memory_check,0,NA,NA,0,dark pencil,1,0,workerid_0477
memory_check,0,NA,NA,1,slow car,1,0,workerid_0477
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0477
memory_check,1,NA,NA,3,hard carpet,1,1,workerid_0477
memory_check,1,NA,NA,4,loud rock concert,1,1,workerid_0477
memory_check,0,NA,NA,5,shiny necklace,0,1,workerid_0477
memory_check,0,NA,NA,6,purple guitar,0,1,workerid_0477
memory_check,0,NA,NA,7,green shirt,0,1,workerid_0477
memory_check,0,NA,NA,8,wild animal,0,1,workerid_0477
memory_check,1,NA,NA,9,tall adult,1,1,workerid_0477
botcaptcha,mary,"William says to Mary: It's a beautiful day, isn't it?",Who is William talking to?,NA,NA,NA,NA,workerid_0478
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0478
memory_check,0,NA,NA,0,wild animal,0,1,workerid_0478
memory_check,0,NA,NA,1,beautiful watch,0,1,workerid_0478
memory_check,0,NA,NA,2,expensive metal,1,0,workerid_0478
memory_check,0,NA,NA,3,shiny necklace,0,1,workerid_0478
memory_check,0,NA,NA,4,purple guitar,0,1,workerid_0478
memory_check,1,NA,NA,5,slow helicopter,1,1,workerid_0478
memory_check,1,NA,NA,6,quick rabbit,1,1,workerid_0478
memory_check,1,NA,NA,7,short monkey,1,1,workerid_0478
memory_check,1,NA,NA,8,soft piece of chocolate,1,1,workerid_0478
memory_check,0,NA,NA,9,green shirt,0,1,workerid_0478
botcaptcha,barbara,"Richard says to Barbara: It's a beautiful day, isn't it?",Who is Richard talking to?,NA,NA,NA,NA,workerid_0479
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0479
memory_check,1,NA,NA,0,light fish,1,1,workerid_0479
memory_check,1,NA,NA,1,dark pencil,1,1,workerid_0479
memory_check,1,NA,NA,2,small truck,1,1,workerid_0479
memory_check,0,NA,NA,3,green shirt,0,1,workerid_0479
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0479
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0479
memory_check,1,NA,NA,6,slow jogger,1,1,workerid_0479
memory_check,1,NA,NA,7,small moth,1,1,workerid_0479
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0479
memory_check,0,NA,NA,9,shiny necklace,0,1,workerid_0479
botcaptcha,jessica,"David says to Jessica: It's a beautiful day, isn't it?",Who is David talking to?,NA,NA,NA,NA,workerid_0480
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0480
memory_check,1,NA,NA,0,strong teenager,1,1,workerid_0480
memory_check,1,NA,NA,1,wild animal,0,0,workerid_0480
memory_check,1,NA,NA,2,short chihuahua,1,1,workerid_0480
memory_check,1,NA,NA,3,cheap gold,1,1,workerid_0480
memory_check,0,NA,NA,4,beautiful watch,0,1,workerid_0480
memory_check,0,NA,NA,5,shiny necklace,0,1,workerid_0480
memory_check,1,NA,NA,6,quick turtle,1,1,workerid_0480
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0480
memory_check,1,NA,NA,8,short skyscraper,1,1,workerid_0480
memory_check,0,NA,NA,9,green shirt,0,1,workerid_0480
botcaptcha,mary,"James says to Mary: It's a beautiful day, isn't it?",Who is James talking to?,NA,NA,NA,NA,workerid_0481
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0481
memory_check,0,NA,NA,0,fast plane,1,0,workerid_0481
memory_check,1,NA,NA,1,narrow creek,1,1,workerid_0481
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0481
memory_check,1,NA,NA,3,hot chocolate fondue,1,1,workerid_0481
memory_check,0,NA,NA,4,green shirt,0,1,workerid_0481
memory_check,0,NA,NA,5,expensive shirt,1,0,workerid_0481
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0481
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0481
memory_check,1,NA,NA,8,light white paint,1,1,workerid_0481
memory_check,0,NA,NA,9,wild animal,0,1,workerid_0481
botcaptcha,elizabeth,"Charles says to Elizabeth: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0482
warm_up,john,NA,NA,0,tall,Empire State Building,0,workerid_0482
memory_check,0,NA,NA,0,loud baby,1,0,workerid_0482
memory_check,0,NA,NA,1,hard mushroom,1,0,workerid_0482
memory_check,0,NA,NA,2,wild animal,0,1,workerid_0482
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0482
memory_check,0,NA,NA,4,light day,1,0,workerid_0482
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0482
memory_check,1,NA,NA,6,small oven,1,1,workerid_0482
memory_check,0,NA,NA,7,beautiful watch,0,1,workerid_0482
memory_check,0,NA,NA,8,shiny necklace,0,1,workerid_0482
memory_check,0,NA,NA,9,light monkey,1,0,workerid_0482
botcaptcha,Jessica,"Robert says to Jessica: It's a beautiful day, isn't it?",Who is Robert talking to?,NA,NA,NA,NA,workerid_0483
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0483
memory_check,1,NA,NA,0,short bonsai tree,1,1,workerid_0483
memory_check,1,NA,NA,1,short golfer,1,1,workerid_0483
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0483
memory_check,0,NA,NA,3,wild animal,0,1,workerid_0483
memory_check,1,NA,NA,4,long highway,1,1,workerid_0483
memory_check,0,NA,NA,5,shiny necklace,0,1,workerid_0483
memory_check,0,NA,NA,6,purple guitar,0,1,workerid_0483
memory_check,0,NA,NA,7,green shirt,0,1,workerid_0483
memory_check,1,NA,NA,8,small bush,1,1,workerid_0483
memory_check,1,NA,NA,9,cheap bottle of top-shelf liquor,1,1,workerid_0483
botcaptcha,linda,"Charles says to Linda: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0484
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0484
memory_check,1,NA,NA,0,wild animal,0,0,workerid_0484
memory_check,0,NA,NA,1,light dahlia,1,0,workerid_0484
memory_check,0,NA,NA,2,purple guitar,0,1,workerid_0484
memory_check,0,NA,NA,3,green shirt,0,1,workerid_0484
memory_check,0,NA,NA,4,beautiful watch,0,1,workerid_0484
memory_check,1,NA,NA,5,short podcast episode,1,1,workerid_0484
memory_check,1,NA,NA,6,quick instant pot,1,1,workerid_0484
memory_check,1,NA,NA,7,cold freezer,1,1,workerid_0484
memory_check,1,NA,NA,8,soft piece of chocolate,1,1,workerid_0484
memory_check,0,NA,NA,9,shiny necklace,0,1,workerid_0484
botcaptcha,jennifer,"Joseph says to Jennifer: It's a beautiful day, isn't it?",Who is Joseph talking to?,NA,NA,NA,NA,workerid_0485
warm_up,Twin towers,NA,NA,0,tall,Empire State Building,0,workerid_0485
memory_check,0,NA,NA,0,wild animal,0,1,workerid_0485
memory_check,1,NA,NA,1,long sitcom,1,1,workerid_0485
memory_check,1,NA,NA,2,green shirt,0,0,workerid_0485
memory_check,1,NA,NA,3,purple guitar,0,0,workerid_0485
memory_check,1,NA,NA,4,shiny necklace,0,0,workerid_0485
memory_check,1,NA,NA,5,slow plane,1,1,workerid_0485
memory_check,1,NA,NA,6,warm fall,1,1,workerid_0485
memory_check,1,NA,NA,7,slow glider,1,1,workerid_0485
memory_check,1,NA,NA,8,beautiful watch,0,0,workerid_0485
memory_check,1,NA,NA,9,short child,1,1,workerid_0485
botcaptcha,barbara,"Michael says to Barbara: It's a beautiful day, isn't it?",Who is Michael talking to?,NA,NA,NA,NA,workerid_0486
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0486
memory_check,1,NA,NA,0,quiet guitar,1,1,workerid_0486
memory_check,0,NA,NA,1,shiny necklace,0,1,workerid_0486
memory_check,1,NA,NA,2,expensive salt,1,1,workerid_0486
memory_check,0,NA,NA,3,wild animal,0,1,workerid_0486
memory_check,1,NA,NA,4,long song,1,1,workerid_0486
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0486
memory_check,0,NA,NA,6,beautiful watch,0,1,workerid_0486
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0486
memory_check,1,NA,NA,8,slow instant pot,1,1,workerid_0486
memory_check,1,NA,NA,9,weak golfer,1,1,workerid_0486
botcaptcha,patricia,"John says to Patricia: It's a beautiful day, isn't it?",Who is John talking to?,NA,NA,NA,NA,workerid_0487
warm_up,tall buildings,NA,NA,0,tall,Empire State Building,1,workerid_0487
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0487
memory_check,1,NA,NA,1,big toaster,1,1,workerid_0487
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0487
memory_check,1,NA,NA,3,slow speedboat,1,1,workerid_0487
memory_check,1,NA,NA,4,slow instant pot,1,1,workerid_0487
memory_check,1,NA,NA,5,hot muffin,1,1,workerid_0487
memory_check,0,NA,NA,6,green shirt,0,1,workerid_0487
memory_check,0,NA,NA,7,wild animal,0,1,workerid_0487
memory_check,0,NA,NA,8,purple guitar,0,1,workerid_0487
memory_check,1,NA,NA,9,loud tractor,1,1,workerid_0487
botcaptcha,jessica,"Charles says to Jessica: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0488
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0488
memory_check,0,NA,NA,0,beautiful watch,0,1,workerid_0488
memory_check,1,NA,NA,1,expensive chicken,1,1,workerid_0488
memory_check,0,NA,NA,2,shiny necklace,0,1,workerid_0488
memory_check,1,NA,NA,3,tall monkey,1,1,workerid_0488
memory_check,0,NA,NA,4,purple guitar,0,1,workerid_0488
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0488
memory_check,1,NA,NA,6,loud harp,1,1,workerid_0488
memory_check,1,NA,NA,7,dark poodle,1,1,workerid_0488
memory_check,1,NA,NA,8,dark panther,1,1,workerid_0488
memory_check,0,NA,NA,9,wild animal,0,1,workerid_0488
botcaptcha,margaret,"John says to Margaret: It's a beautiful day, isn't it?",Who is John talking to?,NA,NA,NA,NA,workerid_0489
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0489
memory_check,0,NA,NA,0,beautiful watch,0,1,workerid_0489
memory_check,0,NA,NA,1,shiny necklace,0,1,workerid_0489
memory_check,1,NA,NA,2,cheap Korean restaurant,1,1,workerid_0489
memory_check,0,NA,NA,3,green shirt,0,1,workerid_0489
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0489
memory_check,1,NA,NA,5,slow elderly person,1,1,workerid_0489
memory_check,1,NA,NA,6,dark blue paint,1,1,workerid_0489
memory_check,1,NA,NA,7,long sprinting race,1,1,workerid_0489
memory_check,0,NA,NA,8,purple guitar,0,1,workerid_0489
memory_check,1,NA,NA,9,slow truck,1,1,workerid_0489
botcaptcha,linda,"Joseph says to Linda: It's a beautiful day, isn't it?",Who is Joseph talking to?,NA,NA,NA,NA,workerid_0490
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0490
memory_check,1,NA,NA,0,warm freezer,1,1,workerid_0490
memory_check,0,NA,NA,1,green shirt,0,1,workerid_0490
memory_check,1,NA,NA,2,light elephant,1,1,workerid_0490
memory_check,0,NA,NA,3,strong golfer,1,0,workerid_0490
memory_check,0,NA,NA,4,beautiful watch,0,1,workerid_0490
memory_check,1,NA,NA,5,slow cheetah,1,1,workerid_0490
memory_check,0,NA,NA,6,wild animal,0,1,workerid_0490
memory_check,1,NA,NA,7,big mouse,1,1,workerid_0490
memory_check,0,NA,NA,8,shiny necklace,0,1,workerid_0490
memory_check,0,NA,NA,9,purple guitar,0,1,workerid_0490
botcaptcha,margaret,"William says to Margaret: It's a beautiful day, isn't it?",Who is William talking to?,NA,NA,NA,NA,workerid_0491
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0491
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0491
memory_check,1,NA,NA,1,strong teenager,1,1,workerid_0491
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0491
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0491
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0491
memory_check,1,NA,NA,5,expensive boots,1,1,workerid_0491
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0491
memory_check,1,NA,NA,7,short giraffe,1,1,workerid_0491
memory_check,1,NA,NA,8,short poem,1,1,workerid_0491
memory_check,1,NA,NA,9,wide street,1,1,workerid_0491
botcaptcha,jennifer,"Richard says to Jennifer: It's a beautiful day, isn't it?",Who is Richard talking to?,NA,NA,NA,NA,workerid_0492
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0492
memory_check,1,NA,NA,0,cheap boots,1,1,workerid_0492
memory_check,0,NA,NA,1,shiny necklace,0,1,workerid_0492
memory_check,1,NA,NA,2,warm summer,1,1,workerid_0492
memory_check,0,NA,NA,3,green shirt,0,1,workerid_0492
memory_check,1,NA,NA,4,slow helicopter,1,1,workerid_0492
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0492
memory_check,1,NA,NA,6,small watermelon,1,1,workerid_0492
memory_check,1,NA,NA,7,small herring,1,1,workerid_0492
memory_check,0,NA,NA,8,wild animal,0,1,workerid_0492
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0492
botcaptcha,Mary,"Michael says to Mary: It's a beautiful day, isn't it?",Who is Michael talking to?,NA,NA,NA,NA,workerid_0493
warm_up,building,NA,NA,0,tall,Empire State Building,1,workerid_0493
memory_check,0,NA,NA,0,purple guitar,0,1,workerid_0493
memory_check,0,NA,NA,1,green shirt,0,1,workerid_0493
memory_check,1,NA,NA,2,light fruit cake,1,1,workerid_0493
memory_check,1,NA,NA,3,loud tractor,1,1,workerid_0493
memory_check,1,NA,NA,4,hard melon,1,1,workerid_0493
memory_check,0,NA,NA,5,shiny necklace,0,1,workerid_0493
memory_check,1,NA,NA,6,short hamster,1,1,workerid_0493
memory_check,1,NA,NA,7,wild animal,0,0,workerid_0493
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0493
memory_check,1,NA,NA,9,short strip mall,1,1,workerid_0493
botcaptcha,Elizabeth,"Michael says to Elizabeth: It's a beautiful day, isn't it?",Who is Michael talking to?,NA,NA,NA,NA,workerid_0494
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0494
memory_check,1,NA,NA,0,weak watercolor,1,1,workerid_0494
memory_check,0,NA,NA,1,wild animal,0,1,workerid_0494
memory_check,0,NA,NA,2,small truck,1,0,workerid_0494
memory_check,0,NA,NA,3,beautiful watch,0,1,workerid_0494
memory_check,1,NA,NA,4,short skyscraper,1,1,workerid_0494
memory_check,0,NA,NA,5,shiny necklace,0,1,workerid_0494
memory_check,0,NA,NA,6,quiet horn,1,0,workerid_0494
memory_check,0,NA,NA,7,weak condo,1,0,workerid_0494
memory_check,0,NA,NA,8,purple guitar,0,1,workerid_0494
memory_check,0,NA,NA,9,green shirt,0,1,workerid_0494
botcaptcha,Sarah,"Richard says to Sarah: It's a beautiful day, isn't it?",Who is Richard talking to?,NA,NA,NA,NA,workerid_0495
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0495
memory_check,0,NA,NA,0,light crow,1,0,workerid_0495
memory_check,0,NA,NA,1,shiny necklace,0,1,workerid_0495
memory_check,1,NA,NA,2,dark panther,1,1,workerid_0495
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0495
memory_check,0,NA,NA,4,green shirt,0,1,workerid_0495
memory_check,1,NA,NA,5,hot chocolate fondue,1,1,workerid_0495
memory_check,1,NA,NA,6,wide fox den,1,1,workerid_0495
memory_check,1,NA,NA,7,big monkey,1,1,workerid_0495
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0495
memory_check,0,NA,NA,9,wild animal,0,1,workerid_0495
botcaptcha,Patricia,"James says to Patricia: It's a beautiful day, isn't it?",Who is James talking to?,NA,NA,NA,NA,workerid_0496
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0496
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0496
memory_check,1,NA,NA,1,expensive platinum,1,1,workerid_0496
memory_check,1,NA,NA,2,wild animal,0,0,workerid_0496
memory_check,1,NA,NA,3,heavy elephant,1,1,workerid_0496
memory_check,0,NA,NA,4,shiny necklace,0,1,workerid_0496
memory_check,1,NA,NA,5,big peach,1,1,workerid_0496
memory_check,1,NA,NA,6,weak golfer,1,1,workerid_0496
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0496
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0496
memory_check,1,NA,NA,9,soft wood,1,1,workerid_0496
botcaptcha,Mary,"Richard says to Mary: It's a beautiful day, isn't it?",Who is Richard talking to?,NA,NA,NA,NA,workerid_0497
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0497
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0497
memory_check,1,NA,NA,1,heavy trash can,1,1,workerid_0497
memory_check,0,NA,NA,2,shiny necklace,0,1,workerid_0497
memory_check,0,NA,NA,3,beautiful watch,0,1,workerid_0497
memory_check,0,NA,NA,4,expensive plastic,1,0,workerid_0497
memory_check,1,NA,NA,5,wild animal,0,0,workerid_0497
memory_check,1,NA,NA,6,cheap salt,1,1,workerid_0497
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0497
memory_check,1,NA,NA,8,short novel,1,1,workerid_0497
memory_check,1,NA,NA,9,light daisy,1,1,workerid_0497
botcaptcha,mary,"William says to Mary: It's a beautiful day, isn't it?",Who is William talking to?,NA,NA,NA,NA,workerid_0498
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0498
memory_check,1,NA,NA,0,big refrigerator,1,1,workerid_0498
memory_check,0,NA,NA,1,wild animal,0,1,workerid_0498
memory_check,0,NA,NA,2,shiny necklace,0,1,workerid_0498
memory_check,0,NA,NA,3,green shirt,0,1,workerid_0498
memory_check,1,NA,NA,4,fast plane,1,1,workerid_0498
memory_check,1,NA,NA,5,heavy orange,1,1,workerid_0498
memory_check,0,NA,NA,6,beautiful watch,0,1,workerid_0498
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0498
memory_check,1,NA,NA,8,expensive platinum,1,1,workerid_0498
memory_check,1,NA,NA,9,quiet acoustic guitar,1,1,workerid_0498
botcaptcha,barbara,"David says to Barbara: It's a beautiful day, isn't it?",Who is David talking to?,NA,NA,NA,NA,workerid_0499
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0499
memory_check,0,NA,NA,0,beautiful watch,0,1,workerid_0499
memory_check,1,NA,NA,1,wild animal,0,0,workerid_0499
memory_check,1,NA,NA,2,cold milkshake,1,1,workerid_0499
